,Date,Location,MinTemp,MaxTemp,Rainfall
1825,2013-08-17,Cobar,11.1,18.9,0.0
1826,2013-08-18,Cobar,4.8,20.8,0.0
1827,2013-08-19,Cobar,7.1,16.2,0.0
1828,2013-08-20,Cobar,0.5,13.3,0.0
1829,2013-08-21,Cobar,1.5,15.7,0.0
1830,2013-08-22,Cobar,5.3,18.1,0.0
1831,2013-08-23,Cobar,4.1,16.9,0.0
1832,2013-08-24,Cobar,8.6,19.8,0.0
1833,2013-08-25,Cobar,5.6,22.4,0.0
1834,2013-08-26,Cobar,8.2,22.9,0.0
1835,2013-08-27,Cobar,8.9,25.4,0.0
1836,2013-08-28,Cobar,12.7,28.9,0.0
1837,2013-08-29,Cobar,16.8,29.9,0.0
1838,2013-08-30,Cobar,11.3,24.1,0.0
1839,2013-08-31,Cobar,12.6,17.9,0.0
1840,2013-09-01,Cobar,10.0,27.8,0.2
1841,2013-09-02,Cobar,12.1,27.3,0.0
1842,2013-09-03,Cobar,11.4,28.0,0.0
1843,2013-09-04,Cobar,12.0,27.1,0.0
1844,2013-09-05,Cobar,13.0,29.0,0.0
1845,2013-09-06,Cobar,14.6,30.0,0.0
1846,2013-09-07,Cobar,14.2,31.7,0.0
1847,2013-09-08,Cobar,13.1,28.2,0.0
1848,2013-09-09,Cobar,14.0,32.0,0.0
1849,2013-09-10,Cobar,17.1,25.0,0.0
1850,2013-09-11,Cobar,6.7,23.0,0.0
1851,2013-09-12,Cobar,8.8,24.1,0.0
1852,2013-09-13,Cobar,10.6,28.4,0.6
1853,2013-09-14,Cobar,8.6,23.5,0.0
1854,2013-09-15,Cobar,10.8,23.2,0.0
1855,2013-09-16,Cobar,13.0,18.5,7.6
1856,2013-09-17,Cobar,10.9,19.3,10.8
1857,2013-09-18,Cobar,8.3,25.9,0.2
1858,2013-09-19,Cobar,6.9,19.2,0.0
1859,2013-09-20,Cobar,8.0,19.7,0.0
1860,2013-09-21,Cobar,7.6,22.1,0.0
1861,2013-09-22,Cobar,10.3,28.4,0.0
1862,2013-09-23,Cobar,17.7,32.2,0.0
1863,2013-09-24,Cobar,17.5,30.0,0.0
1864,2013-09-25,Cobar,16.7,32.5,0.0
1865,2013-09-26,Cobar,18.9,23.5,0.0
1866,2013-09-27,Cobar,7.8,27.1,0.0
1867,2013-09-28,Cobar,12.1,25.7,0.0
1868,2013-09-29,Cobar,9.4,26.8,0.0
1869,2013-09-30,Cobar,13.1,32.7,0.0
1870,2013-10-01,Cobar,18.4,22.4,0.0
1871,2013-10-02,Cobar,8.0,25.1,1.6
1872,2013-10-03,Cobar,9.7,19.1,0.0
1873,2013-10-04,Cobar,5.5,23.3,0.0
1874,2013-10-05,Cobar,9.9,28.7,0.0
1875,2013-10-06,Cobar,14.1,33.7,0.0
1876,2013-10-07,Cobar,11.2,25.9,0.0
1877,2013-10-08,Cobar,10.1,25.9,0.0
1878,2013-10-09,Cobar,12.2,32.0,0.0
1879,2013-10-10,Cobar,17.1,38.2,0.0
1880,2013-10-11,Cobar,13.4,24.6,0.0
1881,2013-10-12,Cobar,10.8,32.1,0.0
1882,2013-10-13,Cobar,18.0,34.2,0.0
1883,2013-10-14,Cobar,8.4,19.3,0.0
1884,2013-10-15,Cobar,6.8,24.2,0.0
1885,2013-10-16,Cobar,10.5,30.5,0.0
1886,2013-10-17,Cobar,14.0,25.2,0.0
1887,2013-10-18,Cobar,9.9,24.5,0.0
1888,2013-10-19,Cobar,11.9,30.1,0.0
1889,2013-10-20,Cobar,17.9,35.3,0.0
1890,2013-10-21,Cobar,22.6,39.1,0.0
1891,2013-10-22,Cobar,21.8,38.1,5.0
1892,2013-10-23,Cobar,15.8,26.4,1.4
1893,2013-10-24,Cobar,11.1,21.3,0.0
1894,2013-10-25,Cobar,6.9,23.2,0.0
1895,2013-10-26,Cobar,9.8,24.9,0.0
1896,2013-10-27,Cobar,11.3,27.7,0.0
1897,2013-10-28,Cobar,17.8,34.7,0.0
1898,2013-10-29,Cobar,15.6,24.0,0.0
1899,2013-10-30,Cobar,9.7,27.1,0.0
1900,2013-10-31,Cobar,14.8,29.3,0.0
1901,2013-11-01,Cobar,12.8,32.1,0.0
1902,2013-11-02,Cobar,15.8,34.5,0.0
1903,2013-11-03,Cobar,20.0,31.5,0.0
1904,2013-11-04,Cobar,11.9,24.6,0.0
1905,2013-11-05,Cobar,11.8,28.5,0.0
1906,2013-11-06,Cobar,16.1,33.0,0.0
1907,2013-11-07,Cobar,21.0,37.6,0.0
1908,2013-11-08,Cobar,24.9,38.6,0.0
1909,2013-11-09,Cobar,12.6,24.8,1.0
1910,2013-11-10,Cobar,10.7,23.5,0.0
1911,2013-11-11,Cobar,9.9,25.4,0.0
1912,2013-11-12,Cobar,10.0,25.2,0.0
1913,2013-11-13,Cobar,9.9,26.9,0.0
1914,2013-11-14,Cobar,12.4,27.0,0.0
1915,2013-11-15,Cobar,13.1,28.4,0.0
1916,2013-11-16,Cobar,14.3,27.8,0.0
1917,2013-11-17,Cobar,14.2,28.4,0.0
1918,2013-11-18,Cobar,14.8,28.7,0.0
1919,2013-11-19,Cobar,14.9,32.2,0.0
1920,2013-11-20,Cobar,17.9,36.5,0.0
1921,2013-11-21,Cobar,21.7,37.7,0.0
1922,2013-11-22,Cobar,20.7,29.9,0.0
1923,2013-11-23,Cobar,13.4,27.6,0.2
1924,2013-11-24,Cobar,13.5,27.1,0.0
1925,2013-11-25,Cobar,13.6,28.5,0.0
1926,2013-11-26,Cobar,16.8,31.3,0.0
1927,2013-11-27,Cobar,16.7,34.5,0.0
1928,2013-11-28,Cobar,21.6,39.3,0.0
1929,2013-11-29,Cobar,21.8,24.7,0.0
1930,2013-11-30,Cobar,13.0,30.2,0.0
1931,2013-12-01,Cobar,17.9,32.1,0.0
1932,2013-12-02,Cobar,19.7,34.6,0.0
1933,2013-12-03,Cobar,20.8,37.7,0.0
1934,2013-12-04,Cobar,23.2,38.0,0.0
1935,2013-12-05,Cobar,13.9,20.0,8.2
1936,2013-12-06,Cobar,8.1,23.6,0.0
1937,2013-12-07,Cobar,11.7,29.8,0.0
1938,2013-12-08,Cobar,17.4,36.6,0.0
1939,2013-12-09,Cobar,23.8,40.0,0.0
1940,2013-12-10,Cobar,17.8,28.7,0.0
1941,2013-12-11,Cobar,14.1,28.2,0.0
1942,2013-12-12,Cobar,15.8,30.8,0.0
1943,2013-12-13,Cobar,16.5,33.1,0.0
1944,2013-12-14,Cobar,18.9,33.4,0.0
1945,2013-12-15,Cobar,17.0,33.7,0.0
1946,2013-12-16,Cobar,19.9,35.8,0.0
1947,2013-12-17,Cobar,22.0,36.6,0.0
1948,2013-12-18,Cobar,23.7,38.3,0.0
1949,2013-12-19,Cobar,24.7,39.1,0.0
1950,2013-12-20,Cobar,23.6,39.8,0.0
1951,2013-12-21,Cobar,23.7,41.1,0.0
1952,2013-12-22,Cobar,25.8,42.5,0.0
1953,2013-12-23,Cobar,25.6,31.6,0.0
1954,2013-12-24,Cobar,17.3,28.8,0.0
1955,2013-12-25,Cobar,15.5,20.6,8.4
1956,2013-12-26,Cobar,15.7,31.1,18.4
1957,2013-12-27,Cobar,15.7,35.4,0.0
1958,2013-12-28,Cobar,19.6,39.4,0.0
1959,2013-12-29,Cobar,20.7,32.8,0.0
1960,2013-12-30,Cobar,16.7,33.6,0.0
1961,2013-12-31,Cobar,17.5,35.2,0.0
1963,2012-01-20,CoffsHarbour,20.4,27.5,0.6
1964,2012-01-21,CoffsHarbour,19.9,27.2,0.0
1965,2012-01-22,CoffsHarbour,19.7,26.4,0.0
1966,2012-01-23,CoffsHarbour,20.0,24.4,28.0
1967,2012-01-24,CoffsHarbour,20.6,25.8,12.0
1968,2012-01-25,CoffsHarbour,21.3,23.5,31.6
1969,2012-01-26,CoffsHarbour,20.0,24.0,61.2
1970,2012-01-27,CoffsHarbour,21.1,25.3,112.0
1971,2012-01-28,CoffsHarbour,20.4,25.0,11.0
1972,2012-01-29,CoffsHarbour,19.9,26.1,6.2
1973,2012-01-30,CoffsHarbour,21.4,26.8,3.8
1974,2012-01-31,CoffsHarbour,23.2,30.8,0.2
1975,2012-02-01,CoffsHarbour,19.7,23.3,153.2
1976,2012-02-02,CoffsHarbour,19.6,26.7,19.2
1977,2012-02-03,CoffsHarbour,18.7,25.2,0.8
1978,2012-02-04,CoffsHarbour,17.3,26.9,0.0
1979,2012-02-05,CoffsHarbour,17.6,26.8,0.2
1980,2012-02-06,CoffsHarbour,18.6,28.0,0.0
1981,2012-02-07,CoffsHarbour,22.6,27.5,1.4
1982,2012-02-08,CoffsHarbour,20.0,27.1,12.8
1983,2012-02-09,CoffsHarbour,20.1,26.6,14.4
1984,2012-02-10,CoffsHarbour,18.0,26.0,0.2
1985,2012-02-11,CoffsHarbour,19.7,28.2,3.8
1986,2012-02-12,CoffsHarbour,18.1,26.7,18.0
1987,2012-02-13,CoffsHarbour,18.7,26.6,45.2
1988,2012-02-14,CoffsHarbour,17.8,25.8,0.2
1989,2012-02-15,CoffsHarbour,19.2,26.4,0.4
1990,2012-02-16,CoffsHarbour,17.2,25.8,0.0
1991,2012-02-17,CoffsHarbour,17.2,26.3,0.4
1992,2012-02-18,CoffsHarbour,16.7,27.4,0.0
1993,2012-02-19,CoffsHarbour,17.2,27.2,0.0
1994,2012-02-20,CoffsHarbour,20.6,28.9,0.0
1995,2012-02-21,CoffsHarbour,21.0,27.6,40.4
1996,2012-02-22,CoffsHarbour,19.8,25.9,0.4
1997,2012-02-23,CoffsHarbour,19.4,25.9,0.0
1998,2012-02-24,CoffsHarbour,17.6,26.5,0.0
1999,2012-02-25,CoffsHarbour,19.3,27.4,0.4
2000,2012-02-26,CoffsHarbour,19.6,27.4,0.2
2001,2012-02-27,CoffsHarbour,18.9,27.4,0.0
2002,2012-02-28,CoffsHarbour,21.4,30.2,0.0
2003,2012-02-29,CoffsHarbour,20.3,30.9,0.0
2004,2012-03-01,CoffsHarbour,19.8,30.1,0.0
2005,2012-03-02,CoffsHarbour,19.9,25.5,0.0
2006,2012-03-03,CoffsHarbour,19.0,22.8,20.8
2007,2012-03-04,CoffsHarbour,19.3,26.5,4.4
2008,2012-03-05,CoffsHarbour,22.4,30.5,0.4
2009,2012-03-06,CoffsHarbour,18.7,23.3,5.8
2010,2012-03-07,CoffsHarbour,17.9,24.3,3.8
2011,2012-03-08,CoffsHarbour,13.4,26.8,0.0
2012,2012-03-09,CoffsHarbour,14.3,27.2,0.0
2013,2012-03-10,CoffsHarbour,14.6,27.0,0.0
2014,2012-03-11,CoffsHarbour,19.6,25.3,10.2
2015,2012-03-12,CoffsHarbour,17.7,22.2,0.0
2016,2012-03-13,CoffsHarbour,17.1,26.5,8.2
2017,2012-03-14,CoffsHarbour,18.0,25.4,12.8
2018,2012-03-15,CoffsHarbour,19.0,23.9,1.6
2019,2012-03-16,CoffsHarbour,19.3,26.9,17.4
2020,2012-03-17,CoffsHarbour,19.8,27.3,0.0
2021,2012-03-18,CoffsHarbour,20.2,25.3,0.4
2022,2012-03-19,CoffsHarbour,17.3,25.0,6.2
2023,2012-03-20,CoffsHarbour,20.5,26.2,11.2
2024,2012-03-21,CoffsHarbour,19.5,23.3,9.6
2025,2012-03-22,CoffsHarbour,19.5,25.2,2.6
2026,2012-03-23,CoffsHarbour,19.4,28.4,0.6
2027,2012-03-24,CoffsHarbour,16.0,23.3,0.0
2028,2012-03-25,CoffsHarbour,17.4,24.9,0.0
2029,2012-03-26,CoffsHarbour,17.4,24.0,16.8
2030,2012-03-27,CoffsHarbour,14.9,24.9,1.0
2031,2012-03-28,CoffsHarbour,17.0,24.7,3.4
2032,2012-03-29,CoffsHarbour,14.3,24.7,0.4
2033,2012-03-30,CoffsHarbour,16.0,25.0,0.0
2034,2012-03-31,CoffsHarbour,16.1,25.0,4.4
2035,2012-04-01,CoffsHarbour,16.6,25.7,0.0
2036,2012-04-02,CoffsHarbour,18.2,26.1,0.0
2037,2012-04-03,CoffsHarbour,14.9,26.5,1.0
2038,2012-04-04,CoffsHarbour,15.3,25.4,0.0
2039,2012-04-05,CoffsHarbour,15.4,25.6,0.0
2040,2012-04-06,CoffsHarbour,16.2,24.9,0.0
2041,2012-04-07,CoffsHarbour,14.5,26.6,0.0
2042,2012-04-08,CoffsHarbour,18.2,26.3,0.0
2043,2012-04-09,CoffsHarbour,18.3,27.0,0.0
2044,2012-04-10,CoffsHarbour,14.6,21.0,4.4
2045,2012-04-11,CoffsHarbour,14.8,22.2,0.0
2046,2012-04-12,CoffsHarbour,14.5,22.7,3.8
2047,2012-04-13,CoffsHarbour,15.1,23.3,1.0
2048,2012-04-14,CoffsHarbour,17.9,23.5,2.8
2049,2012-04-15,CoffsHarbour,17.2,23.8,14.4
2050,2012-04-16,CoffsHarbour,17.7,24.8,0.4
2051,2012-04-17,CoffsHarbour,17.5,19.8,18.4
2052,2012-04-18,CoffsHarbour,16.6,22.7,45.8
2053,2012-04-19,CoffsHarbour,17.7,24.4,19.6
2054,2012-04-20,CoffsHarbour,17.9,25.9,6.4
2055,2012-04-21,CoffsHarbour,18.7,24.1,97.0
2056,2012-04-22,CoffsHarbour,15.0,25.4,0.0
2057,2012-04-23,CoffsHarbour,17.1,28.4,0.0
2058,2012-04-24,CoffsHarbour,17.8,20.7,17.2
2059,2012-04-25,CoffsHarbour,10.4,22.4,1.8
2060,2012-04-26,CoffsHarbour,8.3,22.9,
2061,2012-04-27,CoffsHarbour,12.6,20.9,0.0
2062,2012-04-28,CoffsHarbour,15.8,19.7,6.2
2063,2012-04-29,CoffsHarbour,15.7,23.3,10.0
2064,2012-04-30,CoffsHarbour,15.3,21.3,14.0
2065,2012-05-01,CoffsHarbour,13.7,21.8,4.6
2066,2012-05-02,CoffsHarbour,12.9,22.6,1.2
2067,2012-05-03,CoffsHarbour,15.3,24.5,0.6
2068,2012-05-04,CoffsHarbour,13.9,21.8,6.8
2069,2012-05-05,CoffsHarbour,14.8,22.2,0.0
2070,2012-05-06,CoffsHarbour,9.2,22.2,0.0
2071,2012-05-07,CoffsHarbour,8.7,21.2,0.0
2072,2012-05-08,CoffsHarbour,10.1,21.4,0.0
2073,2012-05-09,CoffsHarbour,9.1,23.0,0.0
2074,2012-05-10,CoffsHarbour,8.6,23.2,0.0
2075,2012-05-11,CoffsHarbour,11.6,24.9,0.0
2076,2012-05-12,CoffsHarbour,11.0,25.7,0.0
2077,2012-05-13,CoffsHarbour,8.3,21.3,4.6
2078,2012-05-14,CoffsHarbour,7.9,18.7,0.0
2079,2012-05-15,CoffsHarbour,6.8,20.3,0.0
2080,2012-05-16,CoffsHarbour,6.9,21.1,0.0
2081,2012-05-17,CoffsHarbour,9.0,20.8,2.8
2082,2012-05-18,CoffsHarbour,8.1,21.1,0.0
2083,2012-05-19,CoffsHarbour,8.3,21.7,0.0
2084,2012-05-20,CoffsHarbour,8.6,21.2,0.0
2085,2012-05-21,CoffsHarbour,9.0,21.3,0.0
2086,2012-05-22,CoffsHarbour,11.7,23.1,0.0
2087,2012-05-23,CoffsHarbour,8.0,22.3,0.0
2088,2012-05-24,CoffsHarbour,13.5,23.9,0.0
2089,2012-05-25,CoffsHarbour,18.2,19.6,0.2
2090,2012-05-26,CoffsHarbour,5.9,19.2,1.0
2091,2012-05-27,CoffsHarbour,5.7,18.7,0.0
2092,2012-05-28,CoffsHarbour,11.1,20.0,0.0
2093,2012-05-29,CoffsHarbour,13.6,20.2,1.0
2094,2012-05-30,CoffsHarbour,13.6,17.0,20.4
2095,2012-05-31,CoffsHarbour,13.2,17.0,12.0
2096,2012-06-01,CoffsHarbour,10.5,20.3,1.0
2097,2012-06-02,CoffsHarbour,11.6,19.6,0.0
2098,2012-06-03,CoffsHarbour,14.8,20.1,1.6
2099,2012-06-04,CoffsHarbour,12.1,21.4,15.0
2100,2012-06-05,CoffsHarbour,7.2,16.7,0.0
2101,2012-06-06,CoffsHarbour,5.9,18.2,0.0
2102,2012-06-07,CoffsHarbour,12.6,18.8,0.0
2103,2012-06-08,CoffsHarbour,8.2,18.1,0.0
2104,2012-06-09,CoffsHarbour,6.9,18.0,0.0
2105,2012-06-10,CoffsHarbour,8.9,15.8,0.0
2106,2012-06-11,CoffsHarbour,12.0,14.8,28.0
2107,2012-06-12,CoffsHarbour,13.0,18.4,51.8
2108,2012-06-13,CoffsHarbour,13.6,18.3,30.0
2109,2012-06-14,CoffsHarbour,13.2,19.9,1.6
2110,2012-06-15,CoffsHarbour,7.9,22.2,0.0
2111,2012-06-16,CoffsHarbour,10.7,23.3,0.0
2112,2012-06-17,CoffsHarbour,9.0,20.8,0.0
2113,2012-06-18,CoffsHarbour,5.1,19.1,0.0
2114,2012-06-19,CoffsHarbour,6.3,18.1,0.0
2115,2012-06-20,CoffsHarbour,4.8,18.7,0.0
2116,2012-06-21,CoffsHarbour,4.5,19.5,0.0
2117,2012-06-22,CoffsHarbour,9.8,22.8,0.0
2118,2012-06-23,CoffsHarbour,6.3,17.3,0.0
2119,2012-06-24,CoffsHarbour,3.3,17.2,0.0
2120,2012-06-25,CoffsHarbour,2.4,19.5,0.0
2121,2012-06-26,CoffsHarbour,4.8,18.5,0.0
2122,2012-06-27,CoffsHarbour,12.2,16.8,86.4
2123,2012-06-28,CoffsHarbour,12.6,17.3,29.4
2124,2012-06-29,CoffsHarbour,13.2,19.7,27.6
2125,2012-06-30,CoffsHarbour,8.2,20.8,0.0
2126,2012-07-01,CoffsHarbour,7.3,21.7,0.0
2127,2012-07-02,CoffsHarbour,3.5,18.3,0.0
2128,2012-07-03,CoffsHarbour,3.0,17.0,0.0
2129,2012-07-04,CoffsHarbour,2.9,17.5,0.0
2130,2012-07-05,CoffsHarbour,11.5,17.6,0.0
2131,2012-07-06,CoffsHarbour,11.2,17.5,1.0
2132,2012-07-07,CoffsHarbour,11.3,18.0,12.2
2133,2012-07-08,CoffsHarbour,8.1,17.9,1.0
2134,2012-07-09,CoffsHarbour,8.0,18.4,0.0
2135,2012-07-10,CoffsHarbour,11.9,18.9,8.4
2136,2012-07-11,CoffsHarbour,13.9,22.7,0.8
2137,2012-07-12,CoffsHarbour,16.3,19.8,4.6
2138,2012-07-13,CoffsHarbour,16.1,20.8,9.4
2139,2012-07-14,CoffsHarbour,14.8,16.4,2.0
2140,2012-07-15,CoffsHarbour,10.9,18.6,0.5
2141,2012-07-16,CoffsHarbour,4.2,16.8,0.0
2142,2012-07-17,CoffsHarbour,5.6,19.9,0.0
2143,2012-07-18,CoffsHarbour,9.5,18.3,1.8
2144,2012-07-19,CoffsHarbour,10.9,18.0,5.8
2145,2012-07-20,CoffsHarbour,11.2,18.7,0.0
2146,2012-07-21,CoffsHarbour,13.9,20.2,0.0
2147,2012-07-22,CoffsHarbour,12.3,17.2,0.0
2148,2012-07-23,CoffsHarbour,12.1,18.0,1.4
2149,2012-07-24,CoffsHarbour,11.2,18.9,4.4
2150,2012-07-25,CoffsHarbour,9.5,18.9,0.6
2151,2012-07-26,CoffsHarbour,9.0,21.8,0.0
2152,2012-07-27,CoffsHarbour,7.3,21.8,0.2
2153,2012-07-28,CoffsHarbour,5.6,18.8,0.2
2154,2012-07-29,CoffsHarbour,4.9,18.4,0.0
2155,2012-07-30,CoffsHarbour,5.7,17.8,0.0
2156,2012-07-31,CoffsHarbour,9.2,17.7,0.0
2157,2012-08-01,CoffsHarbour,4.0,17.0,0.0
2158,2012-08-02,CoffsHarbour,2.7,18.9,0.0
2159,2012-08-03,CoffsHarbour,3.8,18.3,0.0
2160,2012-08-04,CoffsHarbour,4.1,19.9,0.0
2161,2012-08-05,CoffsHarbour,3.8,21.2,0.0
2162,2012-08-06,CoffsHarbour,4.0,22.9,0.0
2163,2012-08-07,CoffsHarbour,2.2,17.1,0.0
2164,2012-08-08,CoffsHarbour,3.1,20.3,0.0
2165,2012-08-09,CoffsHarbour,6.0,21.4,0.0
2166,2012-08-10,CoffsHarbour,8.6,18.4,0.0
2167,2012-08-11,CoffsHarbour,8.8,17.8,11.6
2168,2012-08-12,CoffsHarbour,12.9,19.1,0.2
2169,2012-08-13,CoffsHarbour,11.9,18.5,0.0
2170,2012-08-14,CoffsHarbour,5.5,19.8,0.0
2171,2012-08-15,CoffsHarbour,4.0,22.4,0.0
2172,2012-08-16,CoffsHarbour,7.4,25.1,0.0
2173,2012-08-17,CoffsHarbour,5.5,24.8,0.0
2174,2012-08-18,CoffsHarbour,7.1,20.1,0.0
2175,2012-08-19,CoffsHarbour,3.9,18.7,0.0
2176,2012-08-20,CoffsHarbour,7.8,19.1,0.0
2177,2012-08-21,CoffsHarbour,10.3,22.1,0.0
2178,2012-08-22,CoffsHarbour,13.9,23.9,0.0
2179,2012-08-23,CoffsHarbour,15.0,28.2,0.0
2180,2012-08-24,CoffsHarbour,16.5,28.9,0.0
2181,2012-08-25,CoffsHarbour,6.6,20.3,0.0
2182,2012-08-26,CoffsHarbour,7.6,19.8,0.0
2183,2012-08-27,CoffsHarbour,7.6,18.6,0.0
2184,2012-08-28,CoffsHarbour,8.0,19.7,0.2
2185,2012-08-29,CoffsHarbour,8.5,23.1,0.0
2186,2012-08-30,CoffsHarbour,15.2,26.3,0.0
2187,2012-08-31,CoffsHarbour,10.0,17.7,0.0
2188,2012-09-01,CoffsHarbour,5.9,17.8,0.0
2189,2012-09-02,CoffsHarbour,5.1,19.1,0.0
2190,2012-09-03,CoffsHarbour,8.0,20.0,0.0
2191,2012-09-04,CoffsHarbour,5.4,23.7,0.0
2192,2012-09-05,CoffsHarbour,10.3,24.7,0.0
2193,2012-09-06,CoffsHarbour,14.1,30.6,0.0
2194,2012-09-07,CoffsHarbour,12.3,31.4,0.0
2195,2012-09-08,CoffsHarbour,6.1,21.1,0.0
2196,2012-09-09,CoffsHarbour,5.8,20.0,0.0
2197,2012-09-10,CoffsHarbour,8.2,21.4,0.0
2198,2012-09-11,CoffsHarbour,9.7,24.5,0.0
2199,2012-09-12,CoffsHarbour,9.9,23.3,0.0
2200,2012-09-13,CoffsHarbour,14.5,27.9,0.0
2201,2012-09-14,CoffsHarbour,10.5,19.3,0.0
2202,2012-09-15,CoffsHarbour,5.1,19.2,0.0
2203,2012-09-16,CoffsHarbour,8.2,21.2,0.0
2204,2012-09-17,CoffsHarbour,11.4,24.1,0.0
2205,2012-09-18,CoffsHarbour,13.1,22.1,8.4
2206,2012-09-19,CoffsHarbour,11.2,25.2,21.2
2207,2012-09-20,CoffsHarbour,9.2,21.5,0.0
2208,2012-09-21,CoffsHarbour,14.2,23.2,0.0
2209,2012-09-22,CoffsHarbour,11.9,22.5,0.0
2210,2012-09-23,CoffsHarbour,10.5,25.1,0.0
2211,2012-09-24,CoffsHarbour,13.5,21.3,0.0
2212,2012-09-25,CoffsHarbour,13.0,20.7,3.4
2213,2012-09-26,CoffsHarbour,15.4,22.1,0.2
2214,2012-09-27,CoffsHarbour,12.8,23.6,0.0
2215,2012-09-28,CoffsHarbour,14.8,26.4,0.0
2216,2012-09-29,CoffsHarbour,18.7,30.0,0.0
2217,2012-09-30,CoffsHarbour,15.5,19.5,0.0
2218,2012-10-01,CoffsHarbour,11.1,20.6,0.2
2219,2012-10-02,CoffsHarbour,13.0,21.5,0.0
2220,2012-10-03,CoffsHarbour,8.6,22.0,0.0
2221,2012-10-04,CoffsHarbour,10.3,26.5,0.0
2222,2012-10-05,CoffsHarbour,10.6,32.7,0.0
2223,2012-10-06,CoffsHarbour,14.0,24.3,0.0
2224,2012-10-07,CoffsHarbour,17.1,22.5,0.0
2225,2012-10-08,CoffsHarbour,14.1,20.3,0.0
2226,2012-10-09,CoffsHarbour,10.9,24.5,0.8
2227,2012-10-10,CoffsHarbour,10.9,25.3,0.0
2228,2012-10-11,CoffsHarbour,17.8,19.7,2.6
2229,2012-10-12,CoffsHarbour,9.6,19.8,6.0
2230,2012-10-13,CoffsHarbour,6.2,21.2,0.0
2231,2012-10-14,CoffsHarbour,8.9,21.0,0.0
2232,2012-10-15,CoffsHarbour,7.8,21.8,8.0
2233,2012-10-16,CoffsHarbour,11.4,25.8,0.2
2234,2012-10-17,CoffsHarbour,14.9,32.9,0.0
2235,2012-10-18,CoffsHarbour,17.7,24.3,0.0
2236,2012-10-19,CoffsHarbour,16.5,27.3,0.2
2237,2012-10-20,CoffsHarbour,17.5,39.2,0.0
2238,2012-10-21,CoffsHarbour,15.1,24.0,0.0
2239,2012-10-22,CoffsHarbour,17.1,24.2,0.4
2240,2012-10-23,CoffsHarbour,13.2,22.0,0.4
2241,2012-10-24,CoffsHarbour,13.5,22.0,0.4
2242,2012-10-25,CoffsHarbour,9.6,25.6,0.0
2243,2012-10-26,CoffsHarbour,14.4,25.8,0.0
2244,2012-10-27,CoffsHarbour,17.2,22.8,0.0
2245,2012-10-28,CoffsHarbour,15.1,22.8,0.0
2246,2012-10-29,CoffsHarbour,13.6,22.0,4.6
2247,2012-10-30,CoffsHarbour,13.5,23.4,0.0
2248,2012-10-31,CoffsHarbour,12.2,25.2,1.0
2249,2012-11-01,CoffsHarbour,14.0,26.8,0.0
2250,2012-11-02,CoffsHarbour,18.4,23.8,0.2
2251,2012-11-03,CoffsHarbour,11.9,22.9,0.0
2252,2012-11-04,CoffsHarbour,16.1,23.7,3.6
2253,2012-11-05,CoffsHarbour,16.1,26.7,0.2
2254,2012-11-06,CoffsHarbour,17.8,25.6,0.0
2255,2012-11-07,CoffsHarbour,19.5,27.1,0.0
2256,2012-11-08,CoffsHarbour,20.7,27.1,0.0
2257,2012-11-09,CoffsHarbour,19.3,22.4,9.2
2258,2012-11-10,CoffsHarbour,18.1,20.4,11.0
2259,2012-11-11,CoffsHarbour,14.4,22.1,38.0
2260,2012-11-12,CoffsHarbour,9.8,22.8,0.6
2261,2012-11-13,CoffsHarbour,13.6,26.5,0.0
2262,2012-11-14,CoffsHarbour,17.9,24.9,0.0
2263,2012-11-15,CoffsHarbour,18.5,25.6,1.2
2264,2012-11-16,CoffsHarbour,18.8,25.8,0.0
2265,2012-11-17,CoffsHarbour,18.7,22.6,4.2
2266,2012-11-18,CoffsHarbour,17.8,22.7,159.8
2267,2012-11-19,CoffsHarbour,13.7,23.4,0.0
2268,2012-11-20,CoffsHarbour,13.5,24.0,0.0
2269,2012-11-21,CoffsHarbour,15.4,24.8,0.4
2270,2012-11-22,CoffsHarbour,18.3,26.0,
2271,2012-11-23,CoffsHarbour,18.2,23.1,3.2
2272,2012-11-24,CoffsHarbour,17.5,25.8,0.4
2273,2012-11-25,CoffsHarbour,20.5,28.0,0.0
2274,2012-11-26,CoffsHarbour,18.8,28.0,0.0
2275,2012-11-27,CoffsHarbour,20.7,28.1,0.0
2276,2012-11-28,CoffsHarbour,20.9,26.6,0.0
2277,2012-11-29,CoffsHarbour,19.6,27.9,0.0
2278,2012-11-30,CoffsHarbour,20.8,28.5,0.0
2279,2013-01-01,CoffsHarbour,21.1,32.1,0.0
2280,2013-01-02,CoffsHarbour,19.8,28.5,0.0
2281,2013-01-03,CoffsHarbour,20.0,25.0,0.5
2282,2013-01-04,CoffsHarbour,17.2,26.5,0.0
2283,2013-01-05,CoffsHarbour,18.6,28.2,0.0
2284,2013-01-06,CoffsHarbour,19.0,27.3,0.0
2285,2013-01-07,CoffsHarbour,19.1,27.5,1.2
2286,2013-01-08,CoffsHarbour,18.1,33.9,0.0
2287,2013-01-09,CoffsHarbour,21.1,37.7,0.0
2288,2013-01-10,CoffsHarbour,20.9,27.8,2.8
2289,2013-01-11,CoffsHarbour,20.7,32.8,0.6
2290,2013-01-12,CoffsHarbour,24.6,35.0,0.0
2291,2013-01-13,CoffsHarbour,22.4,29.3,0.0
2292,2013-01-14,CoffsHarbour,20.5,21.5,19.4
2293,2013-01-15,CoffsHarbour,17.6,25.0,13.8
